_Language,English,English,,Language name - in English
GMStdIfColShape_Story_58,"If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into ${target} on ${applyto}","If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_59,"If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into temp ${target}","If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into temp ${target}",,dnd story text
GMStdIfColShape_Story_60,"If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into temp ${target} on ${applyto}","If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into temp ${target} on ${applyto}",,dnd story text
GMStdIfColPoint_Story_1,"If ${obj} intersects point ${dnd_position}","If ${obj} intersects point ${dnd_position}",,dnd story text
GMStdIfColPoint_Story_2,"If ${obj} intersects point ${dnd_position} on ${applyto}","If ${obj} intersects point ${dnd_position} on ${applyto}",,dnd story text
GMStdIfColPoint_Story_3,"If ${obj} intersects point ${dnd_position} into list ${target}","If ${obj} intersects point ${dnd_position} into list ${target}",,dnd story text
GMStdIfColPoint_Story_4,"If ${obj} intersects point ${dnd_position} into list ${target} on ${applyto}","If ${obj} intersects point ${dnd_position} into list ${target} on ${applyto}",,dnd story text
GMStdIfColPoint_Story_5,"If ${obj} intersects point ${dnd_position} into list temp ${target}","If ${obj} intersects point ${dnd_position} into list temp ${target}",,dnd story text
GMStdIfColPoint_Story_6,"If ${obj} intersects point ${dnd_position} into list temp ${target} on ${applyto}","If ${obj} intersects point ${dnd_position} into list temp ${target} on ${applyto}",,dnd story text
GMStdIfColPoint_Story_7,"If ${obj} intersects point ${dnd_position} into ${target}","If ${obj} intersects point ${dnd_position} into ${target}",,dnd story text
GMStdIfColPoint_Story_8,"If ${obj} intersects point ${dnd_position} into ${target} on ${applyto}","If ${obj} intersects point ${dnd_position} into ${target} on ${applyto}",,dnd story text
GMStdIfColPoint_Story_9,"If ${obj} intersects point ${dnd_position} into temp ${target}","If ${obj} intersects point ${dnd_position} into temp ${target}",,dnd story text
GMStdIfColPoint_Story_10,"If ${obj} intersects point ${dnd_position} into temp ${target} on ${applyto}","If ${obj} intersects point ${dnd_position} into temp ${target} on ${applyto}",,dnd story text
GMStdIfColPoint_Story_11,"If not ${obj} intersects point ${dnd_position}","If not ${obj} intersects point ${dnd_position}",,dnd story text
GMStdIfColPoint_Story_12,"If not ${obj} intersects point ${dnd_position} on ${applyto}","If not ${obj} intersects point ${dnd_position} on ${applyto}",,dnd story text
GMStdIfColPoint_Story_13,"If not ${obj} intersects point ${dnd_position} into list ${target}","If not ${obj} intersects point ${dnd_position} into list ${target}",,dnd story text
GMStdIfColPoint_Story_14,"If not ${obj} intersects point ${dnd_position} into list ${target} on ${applyto}","If not ${obj} intersects point ${dnd_position} into list ${target} on ${applyto}",,dnd story text
GMStdIfColPoint_Story_15,"If not ${obj} intersects point ${dnd_position} into list temp ${target}","If not ${obj} intersects point ${dnd_position} into list temp ${target}",,dnd story text
GMStdIfColPoint_Story_16,"If not ${obj} intersects point ${dnd_position} into list temp ${target} on ${applyto}","If not ${obj} intersects point ${dnd_position} into list temp ${target} on ${applyto}",,dnd story text
GMStdIfColPoint_Story_17,"If not ${obj} intersects point ${dnd_position} into ${target}","If not ${obj} intersects point ${dnd_position} into ${target}",,dnd story text
GMStdIfColPoint_Story_18,"If not ${obj} intersects point ${dnd_position} into ${target} on ${applyto}","If not ${obj} intersects point ${dnd_position} into ${target} on ${applyto}",,dnd story text
GMStdIfColPoint_Story_19,"If not ${obj} intersects point ${dnd_position} into temp ${target}","If not ${obj} intersects point ${dnd_position} into temp ${target}",,dnd story text
GMStdIfColPoint_Story_20,"If not ${obj} intersects point ${dnd_position} into temp ${target} on ${applyto}","If not ${obj} intersects point ${dnd_position} into temp ${target} on ${applyto}",,dnd story text
GMStdDrawSelf_Story_1,"Draw self","Draw self",,dnd story text
GMStdDrawSelf_Story_2,"Draw self on ${applyto}","Draw self on ${applyto}",,dnd story text
GMStdDrawValue_Story_1,"Draw  at ${dnd_position}","Draw  at ${dnd_position}",,dnd story text
GMStdDrawValue_Story_2,"Draw  at ${dnd_position} on ${applyto}","Draw  at ${dnd_position} on ${applyto}",,dnd story text
GMStdDrawValue_Story_3,"Draw  ${var} at ${dnd_position}","Draw  ${var} at ${dnd_position}",,dnd story text
GMStdDrawValue_Story_4,"Draw  ${var} at ${dnd_position} on ${applyto}","Draw  ${var} at ${dnd_position} on ${applyto}",,dnd story text
GMStdDrawValue_Story_5,"Draw "${caption}" at ${dnd_position}","Draw "${caption}" at ${dnd_position}",,dnd story text
GMStdDrawValue_Story_6,"Draw "${caption}" at ${dnd_position} on ${applyto}","Draw "${caption}" at ${dnd_position} on ${applyto}",,dnd story text
GMStdDrawValue_Story_7,"Draw "${caption}" ${var} at ${dnd_position}","Draw "${caption}" ${var} at ${dnd_position}",,dnd story text
GMStdDrawValue_Story_8,"Draw "${caption}" ${var} at ${dnd_position} on ${applyto}","Draw "${caption}" ${var} at ${dnd_position} on ${applyto}",,dnd story text
GMStdDrawValueTransformed_Story_1,"Draw transformed  at ${dnd_position}","Draw transformed  at ${dnd_position}",,dnd story text
GMStdDrawValueTransformed_Story_2,"Draw transformed  at ${dnd_position} on ${applyto}","Draw transformed  at ${dnd_position} on ${applyto}",,dnd story text
GMStdDrawValueTransformed_Story_3,"Draw transformed  ${var} at ${dnd_position}","Draw transformed  ${var} at ${dnd_position}",,dnd story text
GMStdDrawValueTransformed_Story_4,"Draw transformed  ${var} at ${dnd_position} on ${applyto}","Draw transformed  ${var} at ${dnd_position} on ${applyto}",,dnd story text
GMStdDrawValueTransformed_Story_5,"Draw transformed "${caption}" at ${dnd_position}","Draw transformed "${caption}" at ${dnd_position}",,dnd story text
GMStdDrawValueTransformed_Story_6,"Draw transformed "${caption}" at ${dnd_position} on ${applyto}","Draw transformed "${caption}" at ${dnd_position} on ${applyto}",,dnd story text
GMStdDrawValueTransformed_Story_7,"Draw transformed "${caption}" ${var} at ${dnd_position}","Draw transformed "${caption}" ${var} at ${dnd_position}",,dnd story text
GMStdDrawValueTransformed_Story_8,"Draw transformed "${caption}" ${var} at ${dnd_position} on ${applyto}","Draw transformed "${caption}" ${var} at ${dnd_position} on ${applyto}",,dnd story text
GMStdDrawSprite_Story_1,"Draw sprite ${sprite} frame ${image} at ${dnd_position}","Draw sprite ${sprite} frame ${image} at ${dnd_position}",,dnd story text
GMStdDrawSprite_Story_2,"Draw sprite ${sprite} frame ${image} at ${dnd_position} on ${applyto}","Draw sprite ${sprite} frame ${image} at ${dnd_position} on ${applyto}",,dnd story text
GMStdDrawSpriteExt_Story_1,"Draw transformed sprite ${sprite} frame ${frame} with scale ${xscale},${yscale} and rotation ${rot}","Draw transformed sprite ${sprite} frame ${frame} with scale ${xscale},${yscale} and rotation ${rot}",,dnd story text
GMStdDrawSpriteExt_Story_2,"Draw transformed sprite ${sprite} frame ${frame} with scale ${xscale},${yscale} and rotation ${rot} on ${applyto}","Draw transformed sprite ${sprite} frame ${frame} with scale ${xscale},${yscale} and rotation ${rot} on ${applyto}",,dnd story text
GMStdDrawSpritesStacked_Story_1,"Draw sprite ${sprite} in ${number} rows at ${dnd_position}","Draw sprite ${sprite} in ${number} rows at ${dnd_position}",,dnd story text
GMStdDrawSpritesStacked_Story_2,"Draw sprite ${sprite} in ${number} rows at ${dnd_position} on ${applyto}","Draw sprite ${sprite} in ${number} rows at ${dnd_position} on ${applyto}",,dnd story text
GMStdDrawSpritesStacked_Story_3,"Draw sprite ${sprite} in ${number} columns at ${dnd_position}","Draw sprite ${sprite} in ${number} columns at ${dnd_position}",,dnd story text
GMStdDrawSpritesStacked_Story_4,"Draw sprite ${sprite} in ${number} columns at ${dnd_position} on ${applyto}","Draw sprite ${sprite} in ${number} columns at ${dnd_position} on ${applyto}",,dnd story text
GMStdDrawRectangle_Story_1,"Draw rectangle from ${dnd_position1} to ${dnd_position2}","Draw rectangle from ${dnd_position1} to ${dnd_position2}",,dnd story text
GMStdDrawRectangle_Story_2,"Draw rectangle from ${dnd_position1} to ${dnd_position2} on ${applyto}","Draw rectangle from ${dnd_position1} to ${dnd_position2} on ${applyto}",,dnd story text
GMStdDrawGradientRect_Story_1,"Draw gradient rectangular outline from ${dnd_position1} to ${dnd_position2}","Draw gradient rectangular outline from ${dnd_position1} to ${dnd_position2}",,dnd story text
GMStdDrawGradientRect_Story_2,"Draw gradient rectangular outline from ${dnd_position1} to ${dnd_position2} on ${applyto}","Draw gradient rectangular outline from ${dnd_position1} to ${dnd_position2} on ${applyto}",,dnd story text
GMStdDrawGradientRect_Story_3,"Draw gradient rectangle from ${dnd_position1} to ${dnd_position2}","Draw gradient rectangle from ${dnd_position1} to ${dnd_position2}",,dnd story text
GMStdDrawGradientRect_Story_4,"Draw gradient rectangle from ${dnd_position1} to ${dnd_position2} on ${applyto}","Draw gradient rectangle from ${dnd_position1} to ${dnd_position2} on ${applyto}",,dnd story text
GMStdDrawEllipse_Story_1,"Draw ellipse from ${dnd_position1} to ${dnd_position2}","Draw ellipse from ${dnd_position1} to ${dnd_position2}",,dnd story text
GMStdDrawEllipse_Story_2,"Draw ellipse from ${dnd_position1} to ${dnd_position2} on ${applyto}","Draw ellipse from ${dnd_position1} to ${dnd_position2} on ${applyto}",,dnd story text
GMStdDrawGradientEllipse_Story_1,"Draw gradient elliptical outline from ${dnd_position1} to ${dnd_position2}","Draw gradient elliptical outline from ${dnd_position1} to ${dnd_position2}",,dnd story text
GMStdDrawGradientEllipse_Story_2,"Draw gradient elliptical outline from ${dnd_position1} to ${dnd_position2} on ${applyto}","Draw gradient elliptical outline from ${dnd_position1} to ${dnd_position2} on ${applyto}",,dnd story text
GMStdDrawGradientEllipse_Story_3,"Draw gradient ellipse from ${dnd_position1} to ${dnd_position2}","Draw gradient ellipse from ${dnd_position1} to ${dnd_position2}",,dnd story text
GMStdDrawGradientEllipse_Story_4,"Draw gradient ellipse from ${dnd_position1} to ${dnd_position2} on ${applyto}","Draw gradient ellipse from ${dnd_position1} to ${dnd_position2} on ${applyto}",,dnd story text
GMStdDrawLine_Story_1,"Draw line from ${dnd_position1} to ${dnd_position2}","Draw line from ${dnd_position1} to ${dnd_position2}",,dnd story text
GMStdDrawLine_Story_2,"Draw line from ${dnd_position1} to ${dnd_position2} on ${applyto}","Draw line from ${dnd_position1} to ${dnd_position2} on ${applyto}",,dnd story text
GMStdDrawHealthbar_Story_1,"Draw healthbar from ${dnd_position1} to ${dnd_position2} with value ${value}","Draw healthbar from ${dnd_position1} to ${dnd_position2} with value ${value}",,dnd story text
GMStdDrawHealthbar_Story_2,"Draw healthbar from ${dnd_position1} to ${dnd_position2} with value ${value} on ${applyto}","Draw healthbar from ${dnd_position1} to ${dnd_position2} with value ${value} on ${applyto}",,dnd story text
GMStdDrawInstanceScore_Story_1,"Draw score at ${dnd_position}","Draw score at ${dnd_position}",,dnd story text
GMStdDrawInstanceScore_Story_2,"Draw score at ${dnd_position} with caption "${caption}"","Draw score at ${dnd_position} with caption "${caption}"",,dnd story text
GMStdDrawInstanceScore_Story_3,"Draw ${applyto}'s score at ${dnd_position} on ${applyto}","Draw ${applyto}'s score at ${dnd_position} on ${applyto}",,dnd story text
GMStdDrawInstanceScore_Story_4,"Draw ${applyto}'s score at ${dnd_position} with caption "${caption}" on ${applyto}","Draw ${applyto}'s score at ${dnd_position} with caption "${caption}" on ${applyto}",,dnd story text
GMStdDrawInstanceHealth_Story_1,"Draw healthbar from ${dnd_position1} to ${dnd_position2}","Draw healthbar from ${dnd_position1} to ${dnd_position2}",,dnd story text
GMStdDrawInstanceHealth_Story_2,"Draw ${applyto}'s healthbar from ${dnd_position1} to ${dnd_position2} on ${applyto}","Draw ${applyto}'s healthbar from ${dnd_position1} to ${dnd_position2} on ${applyto}",,dnd story text
GMStdDrawInstanceLives_Story_1,"Draw lives in a row at ${dnd_position}","Draw lives in a row at ${dnd_position}",,dnd story text
GMStdDrawInstanceLives_Story_2,"Draw lives in a column at ${dnd_position}","Draw lives in a column at ${dnd_position}",,dnd story text
GMStdDrawInstanceLives_Story_3,"Draw ${applyto}'s lives in a row at ${dnd_position} on ${applyto}","Draw ${applyto}'s lives in a row at ${dnd_position} on ${applyto}",,dnd story text
GMStdDrawInstanceLives_Story_4,"Draw ${applyto}'s lives in a column at ${dnd_position} on ${applyto}","Draw ${applyto}'s lives in a column at ${dnd_position} on ${applyto}",,dnd story text
GMStdSetColor_Story_1,"Set draw color to ${color}","Set draw color to ${color}",,dnd story text
GMStdSetColor_Story_2,"Set draw color to ${color} on ${applyto}","Set draw color to ${color} on ${applyto}",,dnd story text
GMStdGetColor_Story_1,"Get draw color into ${var}","Get draw color into ${var}",,dnd story text
GMStdGetColor_Story_2,"Get draw color into ${var} on ${applyto}","Get draw color into ${var} on ${applyto}",,dnd story text
GMStdAlpha_Story_1,"Set drawing alpha channel to ${alpha}","Set drawing alpha channel to ${alpha}",,dnd story text
GMStdAlpha_Story_2,"Set drawing alpha channel to ${alpha} on ${applyto}","Set drawing alpha channel to ${alpha} on ${applyto}",,dnd story text
GMStdGetAlpha_Story_1,"Get drawing alpha channel into ${var}","Get drawing alpha channel into ${var}",,dnd story text
GMStdGetAlpha_Story_2,"Get drawing alpha channel into ${var} on ${applyto}","Get drawing alpha channel into ${var} on ${applyto}",,dnd story text
GMStdSetFont_Story_1,"Set font to ${font}","Set font to ${font}",,dnd story text
GMStdSetFont_Story_2,"Set font to ${font} on ${applyto}","Set font to ${font} on ${applyto}",,dnd story text
GMStdGetFont_Story_1,"Get draw font into ${var}","Get draw font into ${var}",,dnd story text
GMStdGetFont_Story_2,"Get draw font into ${var} on ${applyto}","Get draw font into ${var} on ${applyto}",,dnd story text
GMStdSetAlignment_Story_1,"Set text alignment to $(halign} and $(valign}","Set text alignment to $(halign} and $(valign}",,dnd story text
GMStdSetAlignment_Story_2,"Set text alignment to $(halign} and $(valign} on ${applyto}","Set text alignment to $(halign} and $(valign} on ${applyto}",,dnd story text
GMStdGetTextAlign_Story_1,"Get horizontal text alignment into ${var}","Get horizontal text alignment into ${var}",,dnd story text
GMStdGetTextAlign_Story_2,"Get horizontal text alignment into ${var} on ${applyto}","Get horizontal text alignment into ${var} on ${applyto}",,dnd story text
GMStdGetTextAlign_Story_3,"Get vertical text alignment into ${var}","Get vertical text alignment into ${var}",,dnd story text
GMStdGetTextAlign_Story_4,"Get vertical text alignment into ${var} on ${applyto}","Get vertical text alignment into ${var} on ${applyto}",,dnd story text
GMStdTileSetAtPixel_Story_1,"Set tile on layer ${layername} at ${dnd_position} to ${tile}","Set tile on layer ${layername} at ${dnd_position} to ${tile}",,dnd story text
GMStdTileSetAtPixel_Story_2,"Set tile on layer ${layername} at ${dnd_position} to ${tile} on ${applyto}","Set tile on layer ${layername} at ${dnd_position} to ${tile} on ${applyto}",,dnd story text
GMStdTileGetAtPixel_Story_1,"Get tile index at ${dnd_position} on layer ${layername} into ${var}","Get tile index at ${dnd_position} on layer ${layername} into ${var}",,dnd story text
GMStdTileGetAtPixel_Story_2,"Get tile index at ${dnd_position} on layer ${layername} into ${var} on ${applyto}","Get tile index at ${dnd_position} on layer ${layername} into ${var} on ${applyto}",,dnd story text
GMStdTileGetAtPixel_Story_3,"Get tile index at ${dnd_position} on layer ${layername} into temp ${var}","Get tile index at ${dnd_position} on layer ${layername} into temp ${var}",,dnd story text
GMStdTileGetAtPixel_Story_4,"Get tile index at ${dnd_position} on layer ${layername} into temp ${var} on ${applyto}","Get tile index at ${dnd_position} on layer ${layername} into temp ${var} on ${applyto}",,dnd story text
GMStdTileSetInCell_Story_1,"Set tile on layer ${layername} in cell ${x},${y} to ${tile}","Set tile on layer ${layername} in cell ${x},${y} to ${tile}",,dnd story text
GMStdTileSetInCell_Story_2,"Set tile on layer ${layername} in cell ${x},${y} to ${tile} on ${applyto}","Set tile on layer ${layername} in cell ${x},${y} to ${tile} on ${applyto}",,dnd story text
GMStdTileGetInCell_Story_1,"Get tile index in cell ${x},${y} on layer ${layername} into ${var}","Get tile index in cell ${x},${y} on layer ${layername} into ${var}",,dnd story text
GMStdTileGetInCell_Story_2,"Get tile index in cell ${x},${y} on layer ${layername} into ${var} on ${applyto}","Get tile index in cell ${x},${y} on layer ${layername} into ${var} on ${applyto}",,dnd story text
GMStdTileGetInCell_Story_3,"Get tile index in cell ${x},${y} on layer ${layername} into temp ${var}","Get tile index in cell ${x},${y} on layer ${layername} into temp ${var}",,dnd story text
GMStdTileGetInCell_Story_4,"Get tile index in cell ${x},${y} on layer ${layername} into temp ${var} on ${applyto}","Get tile index in cell ${x},${y} on layer ${layername} into temp ${var} on ${applyto}",,dnd story text
GMStdTileSetTileSet_Story_1,"Set tile set ${tileset} on layer ${layername}","Set tile set ${tileset} on layer ${layername}",,dnd story text
GMStdTileSetTileSet_Story_2,"Set tile set ${tileset} on layer ${layername} on ${applyto}","Set tile set ${tileset} on layer ${layername} on ${applyto}",,dnd story text
GMStdTileGetVar_Story_1,"Get tilemap x on layer ${layername} into ${target}${show_input_count}","Get tilemap x on layer ${layername} into ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_2,"Get tilemap x on layer ${layername} into ${target} on ${applyto}${show_input_count}","Get tilemap x on layer ${layername} into ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_3,"Get tilemap x on layer ${layername} into temp ${target}${show_input_count}","Get tilemap x on layer ${layername} into temp ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_4,"Get tilemap x on layer ${layername} into temp ${target} on ${applyto}${show_input_count}","Get tilemap x on layer ${layername} into temp ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_5,"Get tilemap y on layer ${layername} into ${target}${show_input_count}","Get tilemap y on layer ${layername} into ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_6,"Get tilemap y on layer ${layername} into ${target} on ${applyto}${show_input_count}","Get tilemap y on layer ${layername} into ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_7,"Get tilemap y on layer ${layername} into temp ${target}${show_input_count}","Get tilemap y on layer ${layername} into temp ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_8,"Get tilemap y on layer ${layername} into temp ${target} on ${applyto}${show_input_count}","Get tilemap y on layer ${layername} into temp ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_9,"Get tilemap width on layer ${layername} into ${target}${show_input_count}","Get tilemap width on layer ${layername} into ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_10,"Get tilemap width on layer ${layername} into ${target} on ${applyto}${show_input_count}","Get tilemap width on layer ${layername} into ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_11,"Get tilemap width on layer ${layername} into temp ${target}${show_input_count}","Get tilemap width on layer ${layername} into temp ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_12,"Get tilemap width on layer ${layername} into temp ${target} on ${applyto}${show_input_count}","Get tilemap width on layer ${layername} into temp ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_13,"Get tilemap height on layer ${layername} into ${target}${show_input_count}","Get tilemap height on layer ${layername} into ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_14,"Get tilemap height on layer ${layername} into ${target} on ${applyto}${show_input_count}","Get tilemap height on layer ${layername} into ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_15,"Get tilemap height on layer ${layername} into temp ${target}${show_input_count}","Get tilemap height on layer ${layername} into temp ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_16,"Get tilemap height on layer ${layername} into temp ${target} on ${applyto}${show_input_count}","Get tilemap height on layer ${layername} into temp ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_17,"Get tilemap tile width on layer ${layername} into ${target}${show_input_count}","Get tilemap tile width on layer ${layername} into ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_18,"Get tilemap tile width on layer ${layername} into ${target} on ${applyto}${show_input_count}","Get tilemap tile width on layer ${layername} into ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_19,"Get tilemap tile width on layer ${layername} into temp ${target}${show_input_count}","Get tilemap tile width on layer ${layername} into temp ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_20,"Get tilemap tile width on layer ${layername} into temp ${target} on ${applyto}${show_input_count}","Get tilemap tile width on layer ${layername} into temp ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_21,"Get tilemap tile height on layer ${layername} into ${target}${show_input_count}","Get tilemap tile height on layer ${layername} into ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_22,"Get tilemap tile height on layer ${layername} into ${target} on ${applyto}${show_input_count}","Get tilemap tile height on layer ${layername} into ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_23,"Get tilemap tile height on layer ${layername} into temp ${target}${show_input_count}","Get tilemap tile height on layer ${layername} into temp ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_24,"Get tilemap tile height on layer ${layername} into temp ${target} on ${applyto}${show_input_count}","Get tilemap tile height on layer ${layername} into temp ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_25,"Get tilemap resource on layer ${layername} into ${target}${show_input_count}","Get tilemap resource on layer ${layername} into ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_26,"Get tilemap resource on layer ${layername} into ${target} on ${applyto}${show_input_count}","Get tilemap resource on layer ${layername} into ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_27,"Get tilemap resource on layer ${layername} into temp ${target}${show_input_count}","Get tilemap resource on layer ${layername} into temp ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_28,"Get tilemap resource on layer ${layername} into temp ${target} on ${applyto}${show_input_count}","Get tilemap resource on layer ${layername} into temp ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_29,"Get tilemap frame on layer ${layername} into ${target}${show_input_count}","Get tilemap frame on layer ${layername} into ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_30,"Get tilemap frame on layer ${layername} into ${target} on ${applyto}${show_input_count}","Get tilemap frame on layer ${layername} into ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_31,"Get tilemap frame on layer ${layername} into temp ${target}${show_input_count}","Get tilemap frame on layer ${layername} into temp ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_32,"Get tilemap frame on layer ${layername} into temp ${target} on ${applyto}${show_input_count}","Get tilemap frame on layer ${layername} into temp ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_33,"Get tilemap mask on layer ${layername} into ${target}${show_input_count}","Get tilemap mask on layer ${layername} into ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_34,"Get tilemap mask on layer ${layername} into ${target} on ${applyto}${show_input_count}","Get tilemap mask on layer ${layername} into ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_35,"Get tilemap mask on layer ${layername} into temp ${target}${show_input_count}","Get tilemap mask on layer ${layername} into temp ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_36,"Get tilemap mask on layer ${layername} into temp ${target} on ${applyto}${show_input_count}","Get tilemap mask on layer ${layername} into temp ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_37,"Get tilemap global mask on layer ${layername} into ${target}${show_input_count}","Get tilemap global mask on layer ${layername} into ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_38,"Get tilemap global mask on layer ${layername} into ${target} on ${applyto}${show_input_count}","Get tilemap global mask on layer ${layername} into ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_39,"Get tilemap global mask on layer ${layername} into temp ${target}${show_input_count}","Get tilemap global mask on layer ${layername} into temp ${target}${show_input_count}",,dnd story text
GMStdTileGetVar_Story_40,"Get tilemap global mask on layer ${layername} into temp ${target} on ${applyto}${show_input_count}","Get tilemap global mask on layer ${layername} into temp ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdTileSetElmPixel_Story_1,"Set tile data at ${dnd_position} on layer ${layername} to ${element}","Set tile data at ${dnd_position} on layer ${layername} to ${element}",,dnd story text
GMStdTileSetElmPixel_Story_2,"Set tile data at ${dnd_position} on layer ${layername} to ${element} on ${applyto}","Set tile data at ${dnd_position} on layer ${layername} to ${element} on ${applyto}",,dnd story text
GMStdTileGetElmPixel_Story_1,"Get tile data at ${dnd_position} on layer ${layername} into ${var}","Get tile data at ${dnd_position} on layer ${layername} into ${var}",,dnd story text
GMStdTileGetElmPixel_Story_2,"Get tile data at ${dnd_position} on layer ${layername} into ${var} on ${applyto}","Get tile data at ${dnd_position} on layer ${layername} into ${var} on ${applyto}",,dnd story text
GMStdTileGetElmPixel_Story_3,"Get tile data at ${dnd_position} on layer ${layername} into temp ${var}","Get tile data at ${dnd_position} on layer ${layername} into temp ${var}",,dnd story text
GMStdTileGetElmPixel_Story_4,"Get tile data at ${dnd_position} on layer ${layername} into temp ${var} on ${applyto}","Get tile data at ${dnd_position} on layer ${layername} into temp ${var} on ${applyto}",,dnd story text
GMStdTileSetElm_Story_1,"Set tile data in cell ${x},${y} on layer ${layername} to ${element}","Set tile data in cell ${x},${y} on layer ${layername} to ${element}",,dnd story text
GMStdTileSetElm_Story_2,"Set tile data in cell ${x},${y} on layer ${layername} to ${element} on ${applyto}","Set tile data in cell ${x},${y} on layer ${layername} to ${element} on ${applyto}",,dnd story text
GMStdTileGetElm_Story_1,"Get tile data in cell ${x},${y} on layer ${layername} into ${var}","Get tile data in cell ${x},${y} on layer ${layername} into ${var}",,dnd story text
GMStdTileGetElm_Story_2,"Get tile data in cell ${x},${y} on layer ${layername} into ${var} on ${applyto}","Get tile data in cell ${x},${y} on layer ${layername} into ${var} on ${applyto}",,dnd story text
GMStdTileGetElm_Story_3,"Get tile data in cell ${x},${y} on layer ${layername} into temp ${var}","Get tile data in cell ${x},${y} on layer ${layername} into temp ${var}",,dnd story text
GMStdTileGetElm_Story_4,"Get tile data in cell ${x},${y} on layer ${layername} into temp ${var} on ${applyto}","Get tile data in cell ${x},${y} on layer ${layername} into temp ${var} on ${applyto}",,dnd story text
GMStdTileTransform_Story_1,"Flip tile data ${tile}","Flip tile data ${tile}",,dnd story text
GMStdTileTransform_Story_2,"Flip tile data ${tile} on ${applyto}","Flip tile data ${tile} on ${applyto}",,dnd story text
GMStdTileTransform_Story_3,"Mirror tile data ${tile}","Mirror tile data ${tile}",,dnd story text
GMStdTileTransform_Story_4,"Mirror tile data ${tile} on ${applyto}","Mirror tile data ${tile} on ${applyto}",,dnd story text
GMStdTileTransform_Story_5,"Rotate tile data ${tile}","Rotate tile data ${tile}",,dnd story text
GMStdTileTransform_Story_6,"Rotate tile data ${tile} on ${applyto}","Rotate tile data ${tile} on ${applyto}",,dnd story text
GMStdTileGetTransform_Story_1,"Get flip of tile data ${tile} into ${var}","Get flip of tile data ${tile} into ${var}",,dnd story text
GMStdTileGetTransform_Story_2,"Get flip of tile data ${tile} into ${var} on ${applyto}","Get flip of tile data ${tile} into ${var} on ${applyto}",,dnd story text
GMStdTileGetTransform_Story_3,"Get flip of tile data ${tile} into temp ${var}","Get flip of tile data ${tile} into temp ${var}",,dnd story text
GMStdTileGetTransform_Story_4,"Get flip of tile data ${tile} into temp ${var} on ${applyto}","Get flip of tile data ${tile} into temp ${var} on ${applyto}",,dnd story text
